dow,2022.0,2023.0,2024.0,2025.0
Seg,15197.0,19822.0,18111.0,
Ter,14977.0,19556.0,17386.0,
Qua,14799.0,22110.0,18302.0,0.0
Qui,16682.0,24191.0,20577.0,
Sex,17380.0,23392.0,22688.0,
Sáb,9105.0,12472.0,13701.0,
Dom,10334.0,15114.0,14269.0,
