periodo,2022.0,2023.0,2024.0,2025.0
madrugada,5783.0,8590.0,7906.0,
manhã,27467.0,35251.0,31980.0,0.0
noite,27856.0,39927.0,36006.0,
tarde,37368.0,52889.0,49142.0,
